,고객,감정,리뷰
7228,3259.0,보통,장소보기도안쪽에 자리도넓어요. 손이좀느린지 음료나오는건 느린데 슈크림빵빵히올라가는건최고
7229,3260.0,나쁨,지금까지 마셔본 수많은 스벅중에 젤 맛없는 지점
7230,3261.0,좋음,기프티콘쓰기편하고 이프리퀀시모으고
7231,3262.0,보통,조용하고 좋은데 21 30까지네요
7232,3263.0,좋음,코로나때문에 한가해서 좋아요
7233,3264.0,좋음,말차 진하고 맛있게 마셨어요
7234,3265.0,좋음,이동네 주차되는 리저브 매장입니다 한시간까지 무료주차라 좋아요!
7235,3266.0,좋음,향도 좋코 맛이 있을것 같숩니다
7236,3267.0,나쁨,다른지점보다 커피맛이나 음료맛이 떨어짐 올때마다 실망함. 그리고 2층엔 커피시키지도 않고 자리차지하는 사람도 너무 많고 공부하는 학생들 죽치고 앉아있어 자리없는거보고 기겁할때가 한두번이 아님...
7237,3268.0,좋음,남친이랑 집 보러 가면서 사 마신거 근처에 스벅이 두 곳이나 있어서 좋다
7238,3269.0,좋음,역시 주말 저녁이라그런지 매장이 꽉찼네요ㅎㅎ 바쁜와중에 친절한 직원분들 화이팅!!
7239,3270.0,좋음,직원 한 분이 매우 불친절
7240,3271.0,좋음,"친절, 조용 스타벅스"
7241,3272.0,좋음,라떼맛있어요 친절해요
7242,3273.0,좋음,너무 좋아요 맛도 최고
7243,3274.0,좋음,다른 스타벅스보다 더 직원분들이 너무너무 친절하셨습니다.
7244,3275.0,나쁨,일 분배가 잘 안되는듯 홀 주문 나밖에 없고 드라이브쓰루 1 2팀 있는거 같은데 직원 셋에 매니저같은 사람 한명 있었는데 밀크티한잔에 푸딩두개 시켰는데 밀크티 나온채로 5분째 방치중이고 드라이브쓰루에만 음료 열심히 나르더라 ㅋㅋㅋ 직원 두명이 드라이브에 매달려있고 매니저는 카운터에서 멍때리고 남자직원은 갑자기 기계청소하기 시작 주문관리 제대로 안하실래...
7245,3276.0,좋음,종종 이용하는데 좋아요
7246,3277.0,좋음,시설도 좋고 깔끔해요!
7247,3278.0,좋음,역시 스타벅스죠 말이 필요한가요
7248,3279.0,좋음,연극보고와서 당충전으로 왔어요 친절하고 분위기도 좋습니다ㅎㅎ
7249,3280.0,보통,사람이 많아서 그런지 음료가 빠르진 않지만 친절해요
7250,3281.0,좋음,여기 좋더랑 몬가 조용하고 이뻤음
7251,3282.0,좋음,항상 사람이 많은 곳!! 이씨씨 안에 있습니다 보틀 사러 갔어요
7252,3283.0,좋음,조용하고 넓어서 공부하는데 집중이 잘되네요
7253,3284.0,좋음,친절하고 맛있음 매장이 깨끗함
7254,3285.0,나쁨,직원들 대부분 불친절
7255,3286.0,좋음,장소 배치 잘 해놓은 거 같음. 잉글리쉬 머핀에 감자가 너무 노맛...
7256,3287.0,좋음,건대스타시티에 위치해 있어서 편하게 이용하고 있어요
7257,3288.0,좋음,"과채주스나 과일주스 병음료 가 가끔먹고싶을때가있는데 집에서 더가까운곳에 종류가별루없어서 서울대역점에가서 사왔어요 코로나때문에 매장에서 마시지않고 포장해가야하고, 선물받은 기프티콘 활용하기에 좋은듯해요"
7258,3289.0,좋음,돌체라떼 존맛탱!!
7259,3290.0,좋음,늘이용하는 매장이라 편하고 좋아요
7260,3291.0,좋음,자주가는 곳 친절해요
7261,3292.0,좋음,안전하게 다녀왓어요 보고쿠폰 잘사용햇어여
7262,3293.0,좋음,바닐라크림 콜드브류 맛있어요.
7263,3294.0,나쁨,자리가너무좁고 씨끄러워용
7264,3295.0,좋음,맛있어요 좋아요오 ㅎㅎㅎ
7265,3296.0,좋음,스벅은 어딜가나 좋아요
7266,3297.0,좋음,석촌호수 옆보다는 덜 붐빈다. 실내도 꽤 넓고 3층까지 있어서 여유로운 느낌을 준다. 직원도 더 친절하다.
7267,3298.0,보통,스타벅스 직원들이야 친절하기로 유명하죠 근데 리모델링하고 좌석간격이 너무너무 좁아졌어요ㅜ 예전엔 넓진 않았어도 이 정도로 딱 붙진 않았는데 소파자리 진짜 심각해요ㅜ 매장이 많이 좁은데 좌석 확보를 무리하게 했어요. 어찌나 옆 테이블과 가까운지 마치 같이 온 사람 같구요. 앉으러 들어가려면 몸을 돌리고 발끝 세워야해요ㅜ 시설은 깨끗해졌지만 진짜 아쉽네요.
7268,3299.0,보통,친절하고 커피맛은 항상 좋으나 쉬림프 어쩌고 샌드위치는 너무 빈약했음 ㅠㅠ
7269,3300.0,좋음,매장도 깔끔하고 친절했어요
7270,3301.0,좋음,맛잇어ㅛ오오오오오오오
7271,3302.0,좋음,이벤트음료별3개추가
7272,3303.0,좋음,화이트데이 날씨 좋은날 테이크아웃해서 석촌호수에 앉아가지고 찐하게 이야기를 나누었더랬다. 요 근래에 이야기 한 것중 가장 좋은 시간이였다
7273,3304.0,나쁨,그닥 친절하지 않아요
7274,3305.0,좋음,직원이.친절하고 빨리나와요
7275,3306.0,좋음,일처리 빠르고 직원들친절해요 이동네 사람들은 모두 여기 모인듯
7276,3307.0,좋음,여기 넘 친절해요 ㅎㅎ
7277,3308.0,좋음,항상 가는 카페. 수다떨기도 좋고 공부하기도 좋아요
7278,3309.0,좋음,빠른 음료 제공 감사드립니다.
7279,3310.0,보통,일찍 닫아서 아쉽지만 가까워서 좋아요ㅎ
7280,3311.0,좋음,아침엔 한산하고 장소가 큰편이에요
7281,3312.0,보통,매장은 깔끔한데 직원들이 넘 불친절해요...
7282,3313.0,좋음,좋습니다 친절하고요
7283,3314.0,좋음,생크림 카스테라 맛있어요
7284,3315.0,나쁨,항상 사람이 많아요..
7285,3316.0,좋음,케이크 넘 맛있어요
7286,3317.0,좋음,맛나요오오오에투투ㅋ케
7287,3318.0,나쁨,매장이 좁고 높기는 높아서 엘리베이터 타고 다녀야 한답니다아... 카공하기 부적합... 사람들 만나기엔 허리 굽혀서 케익 먹어야 하는 비굴한 테이블이 많아서 그것도 부적합.. 그래도.. 스벅이니까 사람 많음 그래도.. 스벅이니까 맛있음
7288,3319.0,나쁨,사람많아서 방역주의..
7289,3320.0,좋음,빵리 엄청부드럽고 맛있어요
7290,3321.0,좋음,새로 생겨서 깨끗하고 친절해요.
7291,3322.0,나쁨,음 음료를 시키며 주모국밥주는듯이 무심하게 기분나쁜 응대를 받게되는 진귀한경험을 하게되는곳
7292,3323.0,나쁨,규모가 너무 작아요
7293,3324.0,좋음,공부하기 좋아요 ㅎㅎ
7294,3325.0,좋음,거주지 1층이라 편리합니다
7295,3326.0,좋음,매우 만족하는 장소입니다.
7296,3327.0,나쁨,바빠서인지 불친절.
7297,3328.0,좋음,쾌적하고 분위기도 좋구 언제나 기분좋은 스벅이에요
7298,3329.0,좋음,새로나온 서머베리케이크 맛있네요!
7299,3330.0,좋음,대기가 조금 있지만 친절해서 좋아요
7300,3331.0,좋음,굿국! 스타벋스는ㅇ언제나조어여
7301,3332.0,나쁨,공간이 너무 별로에요
7302,3333.0,좋음,병원진료받고 점심 옴뇸뇸 사무실 드가기시름...
7303,3334.0,좋음,편하게 커피마시고 왔습니다
7304,3335.0,좋음,엄청나게 친절하세요!
7305,3336.0,좋음,나이트로 메뉴가 있어서 좋아요
7306,3337.0,좋음,거리두기는 거리두기인데 의자를 너무 치워놔서 협소한 곳
7307,3338.0,좋음,리모델링 했는지 더 깔끔해쟜네요!
7308,3339.0,보통,좋아요! 광화문 매장이 작아서 아쉽지만
7309,3340.0,좋음,스타벅스는 늘 평균이상
7310,3341.0,좋음,커피맛은 역시 스벅이죠 아아 맛나요..
7311,3342.0,좋음,직원들이 너무 친절합니다.
7312,3343.0,보통,사람이 많아 조금 기다려야했어요
7313,3344.0,좋음,괜찮아요 스타벅스는 굿
7314,3345.0,좋음,거리두기가 잘 지켜짐
7315,3346.0,좋음,매장이 깨끗하고 친절하고 좋았습니다
7316,3347.0,나쁨,커피맛은 별로...
7317,3348.0,좋음,친절하고 좋은 얼음 쓰는것 같아요 진짜 잘 안녹음
7318,3349.0,좋음,깔끔하고 위생적입니다.
7319,3350.0,좋음,직원분들 친절하고 음료 맛있습니다.
7320,3351.0,좋음,통창이 맘에 들어요
7321,3352.0,좋음,스벅은 진리죠ㅋㅋㅋㅋㅋㅋ
7322,3353.0,좋음,스벅은 언제나 맛있죠
7323,3354.0,좋음,신메뉴 판나코타!! 쉐이크먹는거같고 맛있네요 판나코타 한입먹고 아메리카노 한입하면 굿!
7324,3355.0,좋음,친절하고 맛나용 ㅎㅎ
7325,3356.0,좋음,스벅은 스벅이지만 너무 친절 굿굿
7326,3357.0,좋음,평일 2시 주문받으시는 여자분 진짜진짜친절하시네요
7327,3358.0,좋음,너무 분위기 좋고 맛도 좋아요
7328,3359.0,좋음,깔끔하고 좋습니다.
7329,3360.0,나쁨,재고 관리가 안됨 시즌 음료가 없을때가 있음 사이렌오더도 맘데로 취소함 취소이유 청소중 그래 놓고 다시 주문하라고 함 사과도 없이 친절하지 않음
7330,3361.0,좋음,친절하고 커피맛있어요.
7331,3362.0,보통,여기는 스타벅스 타매장보다 크진 않다. 우리가 아는 스타벅스 라떼맛.
7332,3363.0,나쁨,사람많아서 콘센트자리구하기어렵
7333,3364.0,나쁨,바글바글한 게 카페라기보다 도떼기 시장 같네요 조용한 분위기를 원하는 분들께 비추
7334,3365.0,좋음,커피도 빨리 나오고 좋아요
7335,3366.0,나쁨,사람 많고 좌석 부족
7336,3367.0,좋음,호두당구케이크 인생케이크 커피는 쏘쏘
7337,3368.0,좋음,굳굳 항상 친절해요..
7338,3369.0,좋음,친절하고 잘만들어주세요
7339,3370.0,좋음,여름 프리퀀시 화이팅!
7340,3371.0,좋음,매장 자리도 많아 좋은데 하루빨리 매장이용할 날이 오면 좋겠어요
7341,3372.0,좋음,맛있어요! 쾌적해요!
7342,3373.0,좋음,선릉역 스타벅스 위치 좋아요
7343,3374.0,좋음,항상 사람이 많지만 그럭저럭 괜찮아요
7344,3375.0,좋음,맛있어요 잘먹었아야
7345,3376.0,좋음,친절하고 돌체라떼 맛나요
7346,3377.0,좋음,동네여서 자주 오는 매장이예요! 매장이 넓고 쾌적해요! 2층은 평일엔 조용해서 카공하기 좋아요!
7347,3378.0,나쁨,예전에는 커피가 부드럽고 맛잇엇는데 요즘 커피맛이 쓰고 탄맛이나요 신경좀 써주세요ㅠ
7348,3379.0,좋음,동네에 크게 스벅이들어와서 참좋아요 직원분들도 친철하네요
7349,3380.0,좋음,좋았어요 다른지점보다 사람이 그리 많지안아서 좋앗어요
7350,3381.0,좋음,벛꽃엠디 사러 일찍갔네요
7351,3382.0,좋음,사회적거리두기도 잘 지키고 좋아요
7352,3383.0,좋음,초꼬는 달긴다네오ㅡ
7353,3384.0,좋음,뷰 좋고 스타벅스 커피 맛 좋고 사람만 좀 적으면 더 좋을거 같아요!
7354,3385.0,좋음,아담한 분위기가 좋아요
7355,3386.0,좋음,돌체 아메리카노 맛나요
7356,3387.0,좋음,친절한 크루들! _
7357,3388.0,좋음,스벅은 항상 평타이상이라 자주 애용해요
7358,3389.0,좋음,회사근처 스타벅스 아침에도 붐빈다
7359,3390.0,좋음,맛이아주좋아요!!! 자주이용합니다
7360,3391.0,좋음,생긴지 얼마안된것같음. 1층은 리저브매장 2층은 그냥 스타벅스인데 1층은 리저브라서 dp가 깔끔하니 예쁘고 2층은 매장 넓고 창가쪽자리가 통유리창문 소파라 바깥구경하기 좋음
7361,3392.0,나쁨,책상이 작고 자리가 불편해여
7362,3393.0,좋음,콜드브루 사이즈업이벤트 젛아요
7363,3394.0,좋음,좋아요 추천합니다!
7364,3395.0,좋음,기프티콘 금액에 맞춰서 사기 어려워서 항상 뭘 더 사주고 추가금을 내게 되네용 그래도 자허블 넘 맛있어서 햄볶
7365,3396.0,나쁨,카페라떼너무맹하게주네요
7366,3397.0,좋음,케익이랑 커피 맛있어요
7367,3398.0,좋음,쾌적하고 넓고 한낮 더위쉼터로 굿
7368,3399.0,좋음,친절한 서비스 완전 좋아용
7369,3400.0,좋음,메로나 슬러시 맛!! 올라가있는 메론 맛있어요
7370,3401.0,나쁨,스타벅스케익상태왜이래요 동네슈퍼빵보다맛없어요ㅜㅜ
7371,3402.0,좋음,스타벅스 그리 시끄럽지도 않고 3층이나 있어서 좋아요ㅎㅎ
7372,3403.0,보통,화장실 아쉽 자리도 넓고 친절하고좋다
7373,3404.0,나쁨,자리가 많지 않음!
7374,3405.0,좋음,깔끔친절 여윽씨 ㅋㅓ피는 스벅!
7375,3406.0,좋음,좋습니가 스벅 사랑해요
7376,3407.0,좋음,쾌적해요 잘 먹었습니다
7377,3408.0,좋음,사이렌오더로 텀블러로 시켰는데 친절히 잘 처리해주셨어요.
7378,3409.0,좋음,평소에 아메리카노 먹던 맛이 아니었오요
7379,3410.0,좋음,친절. 깨끗. 매장 크기는 좁은데 3층까지 있음. 평일에도 불구하고 사람 많음.
7380,3411.0,좋음,무난 넓음쾌적 이층 공부하기 좋음
7381,3412.0,나쁨,브레드가 한 쪽은 너무 뜨겁고 한 쪽은 너무 차가웠어요
7382,3413.0,좋음,상품권사용되는매장!
7383,3414.0,좋음,쫄깃 레드빈 브레드 맛있어요! 가격대가 좀 있기는 하지만 다음에 또 사먹을거 같아요 쫠깃쫠깃 _
7384,3415.0,좋음,자리도 많고 좋습니당
7385,3416.0,좋음,별 하나 뺀 만큼만 친절하세요
7386,3417.0,좋음,오늘도 어김없이 스벅!
7387,3418.0,좋음,언제나 잘 이용하고 있습니다!
7388,3419.0,좋음,언제나 사람이 많네요
7389,3420.0,나쁨,"사람이 언제나 북적거려서 인지 엄청 시끄럽고, 지저분해요 청소속도가 쓰레기버리는속도를 못 쫓아가는듯"
7390,3421.0,좋음,친절하고 깔끔한 커피집이에요.
7391,3422.0,좋음,크루가 엄청 친절하고 매장도 나름 넓어서 좋으나 사람이 많아요
7392,3423.0,좋음,매장도 깨끗하고 직원이 친절해서 자주 이용중이예요
7393,3424.0,좋음,이번주는 확실히 사람이 줄었네요
7394,3425.0,좋음,"넘 맛있는 것들 ,,, 바닐라크림콜드부르 진짜 존맛이에요"
7395,3426.0,좋음,직원분이 친절하세요!
7396,3427.0,좋음,음 풍선껌 맛이예요! 맛있슴다
7397,3428.0,좋음,크리스마스 오너먼트 구입
7398,3429.0,좋음,마리오 3관에 있음 꽤 넓고 사서 근처 산책해도 좋다
7399,3430.0,좋음,평범한 스타벅스입니다
7400,3431.0,좋음,스벅은 어딜가든 동일한 맛을 구현해서 좋아요
7401,3432.0,나쁨,점심시간 직전이라 그런지 사람이 너무 많았어요 생각보다 자리가 없어서 불편했습니다
7402,3433.0,좋음,화이트 초코렛 모카라고 했는데 모카만 들으신건가....요????!!!!! ㅠㅠ 카페모카를 주심.... 매장에서ㅜ마실수 있으면 마셔보고 말했겠 지만.... 코로나로 마실수 없어서 사무실까지 들고 와서 마셨는데 마셔도 마셔도 그맛이 아니라 다시 확인 하니 카페모카......로 주문 넣으심....
7403,3434.0,좋음,굿 따뜻한 커피한잔에 조용하게 주말 여유를 느꼈네요
7404,3435.0,좋음,번트치즈케이크 맛나요
7405,3436.0,좋음,네맛있게잘먹었습니다.
7406,3437.0,좋음,파트너님이 친절하십니다
7407,3438.0,좋음,딸기요거트 블렌디드
7408,3439.0,나쁨,"라떼는 뭔 맛인지 선물로 받아서 먹지, 내 돈 주고 절대 안먹을맛.."
7409,3440.0,좋음,맛있어요 직원도친절합니다
7410,3441.0,좋음,사람이 많았어요 자리잡기 힘듬
7411,3442.0,좋음,"생긴 지 얼마안되서 쾌적하고 아늑해서 좋았어요! 직원분들도 친절하시고, 조용해서 공부하거나 책읽기 좋네요! 집이랑 거리가 있지만 종종 방문하고 싶어요"
7412,3443.0,좋음,처음 도전해본 케이크들이 맛있었어요
7413,3444.0,보통,굿 맛있어요 자리만 너무 안 차면 좋으련만
7414,3445.0,좋음,사이렌 오더 빠릅니다
7415,3446.0,좋음,맛있어요 좋아요 !
7416,3447.0,좋음,깔끔하고 편리합니다
7417,3448.0,좋음,더운 여름날 여기만큼 시원한 곳이 있을까요?
7418,3449.0,좋음,맛있어요 !!!자리도 많고 빨리나와여 ㅎㅎ
7419,3450.0,좋음,맛있어요 자주가요 굿굿
7420,3451.0,좋음,역시 스타벅스! 사람이 많네요 ㅎㅎ
7421,3452.0,좋음,아이스아메리카노먹은날
7422,3453.0,좋음,가까워서 가는데 그냥 갈만한?
7423,3454.0,좋음,항상친절하게 응대해주세용
7424,3455.0,좋음,넓고 사람이 적어서 좋아요!!
7425,3456.0,좋음,사람이 너무 많은데 좌석이 부족한 거 빼면 다 좋아요
7426,3457.0,좋음,맛있고 좋아요 자리가 넓습니다
7427,3458.0,좋음,친절하신분께서 잘해주셔서카드적립해서 음료사고 가족과 즐거운 시간 보냈어요 테이블간 거리도 넉넉해서 걱정안되고 좋았어요.
